#: name: Table 148
#: description: Recoil polarization as a function of the centre-of-mass energy for the angular range COS(THETA(K+,CM) from 0.75 to 0.85.

#: data_file: Table148.yaml
#: keyword reactions: GAMMA P --> K+ SIGMA0
#: keyword observables: POL
#: keyword plabs: 1.097,3.830
#: keyword phrases: Exclusive | Polarization | Photoproduction | Strange production
#: RE,,,,,GAMMA P --> K+ SIGMA0
#: COS(THETA),,,,,0.8 (0.75-0.85)
'W [GEV]','W [GEV] LOW','W [GEV] HIGH','E(P=1) [GEV]','E(P=1) [GEV] LOW','E(P=1) [GEV] HIGH','POL','stat +','stat -','sys +','sys -'
1.729,1.71,1.74,1.125,1.097,1.152,0.54666,0.2681,-0.2681,0.03,-0.03
1.756,1.74,1.77,1.175,1.147,1.203,0.11539,0.1745,-0.1745,0.03,-0.03
1.786,1.77,1.8,1.231,1.203,1.26,0.45249,0.14488,-0.14488,0.03,-0.03
1.815,1.8,1.83,1.287,1.258,1.316,0.55573,0.12503,-0.12503,0.03,-0.03
1.8450000000000002,1.83,1.86,1.346,1.316,1.375,0.35894,0.09689,-0.09689,0.03,-0.03
1.875,1.86,1.89,1.405,1.375,1.435,0.62432,0.07701,-0.07701,0.03,-0.03
1.9049999999999998,1.89,1.92,1.465,1.435,1.496,0.76345,0.06625,-0.06625,0.03,-0.03
1.935,1.92,1.95,1.5270000000000001,1.496,1.558,0.80029,0.07033,-0.07033,0.03,-0.03
1.9649999999999999,1.95,1.98,1.589,1.558,1.621,0.90789,0.04506,-0.04506,0.03,-0.03
1.9949999999999999,1.98,2.01,1.653,1.621,1.685,0.92206,0.04202,-0.04202,0.03,-0.03
2.025,2.01,2.04,1.717,1.685,1.749,0.95604,0.03888,-0.03888,0.03,-0.03
2.0549999999999997,2.04,2.07,1.782,1.749,1.815,0.97652,0.0383,-0.0383,0.03,-0.03
2.085,2.07,2.1,1.848,1.815,1.882,0.91364,0.03873,-0.03873,0.03,-0.03
2.115,2.1,2.13,1.915,1.882,1.949,0.91315,0.0379,-0.0379,0.03,-0.03
2.145,2.13,2.16,1.984,1.949,2.018,0.90221,0.03852,-0.03852,0.03,-0.03
2.175,2.16,2.19,2.053,2.018,2.088,0.77802,0.03923,-0.03923,0.03,-0.03
2.205,2.19,2.22,2.123,2.088,2.158,0.78312,0.04411,-0.04411,0.03,-0.03
2.2350000000000003,2.22,2.25,2.194,2.158,2.23,0.58963,0.04499,-0.04499,0.03,-0.03
2.2649999999999997,2.25,2.28,2.266,2.23,2.302,0.53013,0.04191,-0.04191,0.03,-0.03
2.295,2.28,2.31,2.339,2.302,2.375,0.62917,0.04165,-0.04165,0.03,-0.03
2.325,2.31,2.34,2.412,2.375,2.45,0.43553,0.04539,-0.04539,0.03,-0.03
2.355,2.34,2.37,2.487,2.45,2.525,0.61274,0.04215,-0.04215,0.03,-0.03
2.385,2.37,2.4,2.5629999999999997,2.525,2.601,0.75618,0.04049,-0.04049,0.03,-0.03
2.415,2.4,2.43,2.6399999999999997,2.601,2.679,0.76866,0.04456,-0.04456,0.03,-0.03
2.4450000000000003,2.43,2.46,2.718,2.679,2.757,0.74822,0.0419,-0.0419,0.03,-0.03
2.475,2.46,2.49,2.796,2.757,2.836,0.76261,0.04298,-0.04298,0.03,-0.03
2.505,2.49,2.52,2.876,2.836,2.916,0.78138,0.04135,-0.04135,0.03,-0.03
2.535,2.52,2.55,2.956,2.916,2.997,0.62319,0.04647,-0.04647,0.03,-0.03
2.565,2.55,2.58,3.0380000000000003,2.997,3.079,0.83253,0.04429,-0.04429,0.03,-0.03
2.5949999999999998,2.58,2.61,3.121,3.079,3.162,0.68355,0.04458,-0.04458,0.03,-0.03
2.625,2.61,2.64,3.2039999999999997,3.162,3.246,0.58188,0.04156,-0.04156,0.03,-0.03
2.6550000000000002,2.64,2.67,3.288,3.246,3.331,0.39396,0.04815,-0.04815,0.03,-0.03
2.685,2.67,2.7,3.3739999999999997,3.331,3.417,0.56688,0.04816,-0.04816,0.03,-0.03
2.715,2.7,2.73,3.46,3.417,3.504,0.68237,0.04467,-0.04467,0.03,-0.03
2.745,2.73,2.76,3.548,3.504,3.592,0.51206,0.05238,-0.05238,0.03,-0.03
2.775,2.76,2.79,3.636,3.592,3.68,0.51121,0.05148,-0.05148,0.03,-0.03
2.8049999999999997,2.79,2.82,3.725,3.68,3.77,0.40401,0.05613,-0.05613,0.03,-0.03
2.83,2.82,2.84,3.8,3.77,3.83,0.49659,0.06865,-0.06865,0.03,-0.03

