#: name: Table 31
#: description: Differential cross section as a function of COS(THETA(K+,CM)) for the centre-of mass range 2 to 2.01 GeV.

#: data_file: Table31.yaml
#: keyword reactions: GAMMA P --> K+ SIGMA0
#: keyword observables: DSIG/DCOS(THETA)
#: keyword plabs: 1.663,1.685
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: RE,,,GAMMA P --> K+ SIGMA0
#: W [GeV],,,2.005 (2.0-2.01)
#: E(P=1) [GeV],,,1.674 (1.663-1.685)
'COS(THETA(P=3,RF=CM))','COS(THETA(P=3,RF=CM)) LOW','COS(THETA(P=3,RF=CM)) HIGH','D(SIG)/DCOS(THETA(P=3,RF=CM)) [MUB]','stat +','stat -','sys +','sys -'
-0.8999999999999999,-0.95,-0.85,0.4672,0.0864,-0.0864,0.0459,-0.0459
-0.8,-0.85,-0.75,0.2354,0.0266,-0.0266,0.0231,-0.0231
-0.7,-0.75,-0.65,0.1868,0.0167,-0.0167,0.0184,-0.0184
-0.6000000000000001,-0.65,-0.55,0.1918,0.0131,-0.0131,0.0189,-0.0189
-0.5,-0.55,-0.45,0.2767,0.0145,-0.0145,0.0273,-0.0273
-0.4,-0.45,-0.35,0.3982,0.0178,-0.0178,0.0394,-0.0394
-0.3,-0.35,-0.25,0.5326,0.0194,-0.0194,0.0529,-0.0529
-0.2,-0.25,-0.15,0.6415,0.0214,-0.0214,0.0638,-0.0638
-0.1,-0.15,-0.05,0.8237,0.0253,-0.0253,0.082,-0.082
0.0,-0.05,0.05,0.97,0.0284,-0.0284,0.0967,-0.0967
0.1,0.05,0.15,1.045,0.03,-0.03,0.104,-0.104
0.2,0.15,0.25,1.061,0.026,-0.026,0.106,-0.106
0.3,0.25,0.35,1.037,0.026,-0.026,0.104,-0.104
0.4,0.35,0.45,1.049,0.025,-0.025,0.105,-0.105
0.5,0.45,0.55,1.135,0.025,-0.025,0.114,-0.114
0.6000000000000001,0.55,0.65,1.177,0.025,-0.025,0.118,-0.118
0.7,0.65,0.75,1.251,0.026,-0.026,0.125,-0.125
0.8,0.75,0.85,1.353,0.034,-0.034,0.134,-0.134
0.8999999999999999,0.85,0.95,1.376,0.044,-0.044,0.135,-0.135

