#: name: Table 73
#: description: Differential cross section as a function of COS(THETA(K+,CM)) for the centre-of mass range 2.42 to 2.43 GeV.

#: data_file: Table73.yaml
#: keyword reactions: GAMMA P --> K+ SIGMA0
#: keyword observables: DSIG/DCOS(THETA)
#: keyword plabs: 2.653,2.679
#: keyword phrases: Exclusive | Single Differential Cross Section | Angular Dependence | Photoproduction | Strange production
#: RE,,,GAMMA P --> K+ SIGMA0
#: W [GeV],,,2.425 (2.42-2.43)
#: E(P=1) [GeV],,,2.666 (2.653-2.679)
'COS(THETA(P=3,RF=CM))','COS(THETA(P=3,RF=CM)) LOW','COS(THETA(P=3,RF=CM)) HIGH','D(SIG)/DCOS(THETA(P=3,RF=CM)) [MUB]','stat +','stat -','sys +','sys -'
-0.8999999999999999,-0.95,-0.85,0.2222,0.044,-0.044,0.0229,-0.0229
-0.8,-0.85,-0.75,0.2186,0.0287,-0.0287,0.0225,-0.0225
-0.699,-0.75,-0.65,0.1842,0.0222,-0.0222,0.019,-0.019
-0.6000000000000001,-0.65,-0.55,0.1605,0.0203,-0.0203,0.0166,-0.0166
-0.5,-0.55,-0.45,0.1187,0.0139,-0.0139,0.0124,-0.0124
-0.4,-0.45,-0.35,0.08897,0.00939,-0.00939,0.00928,-0.00928
-0.3,-0.35,-0.25,0.05398,0.00643,-0.00643,0.00563,-0.00563
-0.2,-0.25,-0.15,0.04108,0.00487,-0.00487,0.00428,-0.00428
-0.1,-0.15,-0.05,0.0455,0.00616,-0.00616,0.00474,-0.00474
0.0,-0.05,0.05,0.0521,0.00499,-0.00499,0.00544,-0.00544
0.1,0.05,0.15,0.05872,0.0051,-0.0051,0.00614,-0.00614
0.2,0.15,0.25,0.09208,0.00659,-0.00659,0.00964,-0.00964
0.3,0.25,0.35,0.1273,0.0074,-0.0074,0.0133,-0.0133
0.4,0.35,0.45,0.1975,0.0096,-0.0096,0.0207,-0.0207
0.5,0.45,0.55,0.3461,0.0137,-0.0137,0.0363,-0.0363
0.6000000000000001,0.55,0.65,0.4847,0.0183,-0.0183,0.0508,-0.0508
0.7,0.65,0.75,0.6668,0.0233,-0.0233,0.0699,-0.0699
0.8,0.75,0.85,0.8426,0.0303,-0.0303,0.0884,-0.0884
0.885,0.85,0.95,0.8665,0.0507,-0.0507,0.0904,-0.0904

