#: name: Table 142
#: description: Recoil polarization as a function of the centre-of-mass energy for the angular range COS(THETA(K+,CM) from 0.15 to 0.25.

#: data_file: Table142.yaml
#: keyword reactions: GAMMA P --> K+ SIGMA0
#: keyword observables: POL
#: keyword plabs: 1.099,3.830
#: keyword phrases: Exclusive | Polarization | Photoproduction | Strange production
#: RE,,,,,GAMMA P --> K+ SIGMA0
#: COS(THETA),,,,,0.2 (0.15-0.25)
'W [GEV]','W [GEV] LOW','W [GEV] HIGH','E(P=1) [GEV]','E(P=1) [GEV] LOW','E(P=1) [GEV] HIGH','POL','stat +','stat -','sys +','sys -'
1.73,1.72,1.74,1.126,1.099,1.154,0.81296,0.27388,-0.27388,0.03,-0.03
1.757,1.74,1.77,1.177,1.149,1.205,0.74377,0.16625,-0.16625,0.03,-0.03
1.786,1.77,1.8,1.231,1.203,1.26,0.59948,0.13232,-0.13232,0.03,-0.03
1.8450000000000002,1.83,1.86,1.346,1.316,1.375,0.36632,0.05786,-0.05786,0.03,-0.03
1.875,1.86,1.89,1.405,1.375,1.435,0.30357,0.04998,-0.04998,0.03,-0.03
1.9049999999999998,1.89,1.92,1.465,1.435,1.496,0.33309,0.04531,-0.04531,0.03,-0.03
1.935,1.92,1.95,1.5270000000000001,1.496,1.558,0.42428,0.04905,-0.04905,0.03,-0.03
1.9649999999999999,1.95,1.98,1.589,1.558,1.621,0.38772,0.03407,-0.03407,0.03,-0.03
1.9949999999999999,1.98,2.01,1.653,1.621,1.685,0.48538,0.03327,-0.03327,0.03,-0.03
2.025,2.01,2.04,1.717,1.685,1.749,0.53196,0.03507,-0.03507,0.03,-0.03
2.0549999999999997,2.04,2.07,1.782,1.749,1.815,0.70397,0.03817,-0.03817,0.03,-0.03
2.085,2.07,2.1,1.848,1.815,1.882,0.68323,0.03775,-0.03775,0.03,-0.03
2.115,2.1,2.13,1.915,1.882,1.949,0.7358,0.04062,-0.04062,0.03,-0.03
2.145,2.13,2.16,1.984,1.949,2.018,0.82413,0.04335,-0.04335,0.03,-0.03
2.175,2.16,2.19,2.053,2.018,2.088,0.7726,0.04529,-0.04529,0.03,-0.03
2.205,2.19,2.22,2.123,2.088,2.158,0.80878,0.04946,-0.04946,0.03,-0.03
2.2350000000000003,2.22,2.25,2.194,2.158,2.23,0.86182,0.05156,-0.05156,0.03,-0.03
2.2649999999999997,2.25,2.28,2.266,2.23,2.302,0.91582,0.05226,-0.05226,0.03,-0.03
2.295,2.28,2.31,2.339,2.302,2.375,0.82749,0.06004,-0.06004,0.03,-0.03
2.325,2.31,2.34,2.412,2.375,2.45,0.85698,0.06821,-0.06821,0.03,-0.03
2.355,2.34,2.37,2.487,2.45,2.525,0.77166,0.0701,-0.0701,0.03,-0.03
2.385,2.37,2.4,2.5629999999999997,2.525,2.601,0.65489,0.07469,-0.07469,0.03,-0.03
2.415,2.4,2.43,2.6399999999999997,2.601,2.679,0.67226,0.10758,-0.10758,0.03,-0.03
2.4450000000000003,2.43,2.46,2.718,2.679,2.757,0.69032,0.10553,-0.10553,0.03,-0.03
2.475,2.46,2.49,2.796,2.757,2.836,0.66385,0.12504,-0.12504,0.03,-0.03
2.505,2.49,2.52,2.876,2.836,2.916,0.68449,0.14387,-0.14387,0.03,-0.03
2.54,2.52,2.56,2.9699999999999998,2.916,3.024,0.48388,0.15206,-0.15206,0.03,-0.03
2.585,2.56,2.61,3.093,3.024,3.162,0.7411,0.16264,-0.16264,0.03,-0.03
2.645,2.61,2.68,3.26,3.162,3.36,0.45894,0.15005,-0.15005,0.03,-0.03
2.755,2.68,2.83,3.577,3.36,3.8,0.28906,0.15945,-0.15945,0.03,-0.03

